-2.000000000000000000e+01,-4.114141037157308745e+01
-1.918367346938775597e+01,-3.167396514377199068e+01
-1.836734693877551194e+01,-3.385055468115846367e+01
-1.755102040816326436e+01,-3.009225867862318893e+01
-1.673469387755102034e+01,-2.689784118102711474e+01
-1.591836734693877631e+01,-2.754325009415169845e+01
-1.510204081632653050e+01,-2.941041497911652769e+01
-1.428571428571428470e+01,-2.398072277171192468e+01
-1.346938775510204067e+01,-2.697980563710706292e+01
-1.265306122448979664e+01,-2.467116940336799402e+01
-1.183673469387755084e+01,-2.296302909463884134e+01
-1.102040816326530503e+01,-1.675576262605535049e+01
-1.020408163265306101e+01,-1.833613817890637421e+01
-9.387755102040816979e+00,-2.038337776451576744e+01
-8.571428571428571175e+00,-1.685003137473971790e+01
-7.755102040816325371e+00,-1.295665571516072134e+01
-6.938775510204081343e+00,-1.484549737527999547e+01
-6.122448979591837315e+00,-1.379900560185146219e+01
-5.306122448979591510e+00,-9.104189645503101502e+00
-4.489795918367345706e+00,-3.233199468666533960e+00
-3.673469387755101678e+00,-4.173708044901403014e+00
-2.857142857142857650e+00,-1.713834526011512871e-01
-2.040816326530610070e+00,-5.026261458252380798e+00
-1.224489795918366042e+00,-4.173457394692405842e+00
-4.081632653061220140e-01,3.257351290770797547e+00
4.081632653061220140e-01,5.321635471784762039e+00
1.224489795918366042e+00,5.882814724041439014e+00
2.040816326530613622e+00,9.612217787401760916e+00
2.857142857142857650e+00,6.241319444022050078e+00
3.673469387755101678e+00,1.006229303745641701e+01
4.489795918367349259e+00,1.378054535138024406e+01
5.306122448979593287e+00,1.043815456399198993e+01
6.122448979591837315e+00,2.056059255401854102e+01
6.938775510204081343e+00,2.108328061990554048e+01
7.755102040816325371e+00,1.745805522839229695e+01
8.571428571428572951e+00,1.967051579356656887e+01
9.387755102040816979e+00,1.981682210824212120e+01
1.020408163265306101e+01,2.448061667588974899e+01
1.102040816326530859e+01,2.707935626373165050e+01
1.183673469387755262e+01,2.591951877437103846e+01
1.265306122448979664e+01,3.049262955214311432e+01
1.346938775510204067e+01,3.070752809246663872e+01
1.428571428571428470e+01,3.307732433396570570e+01
1.510204081632652873e+01,3.691977181452075740e+01
1.591836734693877986e+01,3.554584629607847290e+01
1.673469387755102389e+01,3.996149065489980501e+01
1.755102040816326792e+01,4.278216138171691796e+01
1.836734693877551194e+01,3.706098983474390707e+01
1.918367346938775597e+01,3.862548087594963420e+01
2.000000000000000000e+01,4.542932955376141990e+01
